fiscal_year,agency,state,value
20200317,國麟農產品企業社,全盛美食有限公司,1
20200317,東饌實業有限公司,統鮮美食股份有限公司,1
20200317,中華民國全國漁會,上將食品有限公司,1
20200317,今元肉品股份有限公司,雙翼食品有限公司,1
20200317,尚品肉鬆實業有限公司,上將食品有限公司,1
20200317,雅勝冷凍食品股份有限公司,沅益食品有限公司,1
20200317,雅勝冷凍食品股份有限公司,統鮮美食股份有限公司,1
20200317,菖駿企業社,愛欣食品有限公司,1
20200317,中央畜產有限公司,雙翼食品有限公司,1
20200317,家騏有限公司,雙翼食品有限公司,1
20200317,三統食品有限公司,沅益食品有限公司,1
20200317,玖億珍鮮食品有限公司,久翔食品股份有限公司,1
20200317,泓霖食品工業有限公司,上將食品有限公司,4
20200317,盛隆食品有限公司,愛欣食品有限公司,1
20200317,百士達食品有限公司,愛欣食品有限公司,1
20200317,泓霖食品工業有限公司,宏遠國際餐飲股份有限公司,3
20200317,三統食品有限公司,愛欣食品有限公司,4
20200317,三統食品有限公司,久翔食品股份有限公司,1
20200317,三統食品有限公司,統鮮美食股份有限公司,3
20200317,玖億珍鮮食品有限公司,宏遠國際餐飲股份有限公司,1
20200317,冠霖物流有限公司,雙翼食品有限公司,2
20200317,泓霖食品工業有限公司,全盛美食有限公司,1
20200317,三統食品有限公司,全盛美食有限公司,2
20200317,台全珍豬工業股份有限公司,雙翼食品有限公司,1
20200317,冠霖物流有限公司,上將食品有限公司,1
20200317,復進企業股份有限公司,全盛美食有限公司,3
20200317,澤宇冷凍食品有限公司,寬大食品有限公司,2
20200317,台灣卜蜂企業股份有限公司,全盛美食有限公司,2
20200317,家騏有限公司,久翔食品股份有限公司,3
20200317,北記企業社,食家安飲食文化股份有限公司,1
20200317,洽富實業股份有限公司,雙翼食品有限公司,2
20200317,鼎昌實業有限公司,雙翼食品有限公司,1
20200317,鼎耀食品股份有限公司,統鮮美食股份有限公司,1
20200318,冠霖物流有限公司,上將食品有限公司,2
20200318,祥圃實業股份有限公司,食家安飲食文化股份有限公司,1
20200318,上德食品有限公司,統鮮美食股份有限公司,1
20200318,佳晉食品有限公司,統鮮美食股份有限公司,2
20200318,三統食品有限公司,久翔食品股份有限公司,2
20200318,巨富食品股份有限公司,食家安飲食文化股份有限公司,2
20200318,鼎耀食品股份有限公司,久翔食品股份有限公司,1
20200318,祥亮行銷事業股份有限公司,久翔食品股份有限公司,2
20200318,玖億珍鮮食品有限公司,統鮮美食股份有限公司,2
20200318,泓霖食品有限公司,久翔食品股份有限公司,2
20200318,雅勝冷凍食品股份有限公司,統鮮美食股份有限公司,1
20200318,澤宇冷凍食品有限公司,寬大食品有限公司,2
20200318,萬偉股份有限公司,全盛美食有限公司,1
20200318,三統食品有限公司,統鮮美食股份有限公司,1
20200318,上耀商行,統鮮美食股份有限公司,1
20200318,菖駿企業社,愛欣食品有限公司,1
20200318,三統食品有限公司,上將食品有限公司,1
20200318,三統食品有限公司,沅益食品有限公司,2
20200318,中華民國全國漁會,雙翼食品有限公司,1
20200318,冠霖物流有限公司,統鮮美食股份有限公司,2
20200318,百士達食品有限公司,愛欣食品有限公司,3
20200318,正成商行,上將食品有限公司,1
20200318,泓霖食品有限公司,味味美食有限公司,1
20200318,中央畜產有限公司,雙翼食品有限公司,1
20200318,泓霖食品工業有限公司,上將食品有限公司,3
20200318,盛隆食品有限公司,愛欣食品有限公司,1
20200318,瑞飛興業有限公司,雙翼食品有限公司,1
20200318,玖億珍鮮食品有限公司,久翔食品股份有限公司,1
20200318,家騏有限公司,統鮮美食股份有限公司,1
20200318,中華民國全國漁會,全盛美食有限公司,1
20200318,洽富實業股份有限公司,食家安飲食文化股份有限公司,2
20200318,澤宇冷凍食品有限公司,味味美食有限公司,1
20200318,三統食品有限公司,全盛美食有限公司,2
20200318,保證責任雲林縣庄西合作農場,統鮮美食股份有限公司,1
20200318,家騏有限公司,久翔食品股份有限公司,1
20200318,泓霖食品有限公司,新北食品股份有限公司,1
20200318,冠霖物流有限公司,愛欣食品有限公司,1
20200318,三統食品有限公司,珍品軒食品有限公司,6
20200318,台灣卜蜂企業股份有限公司,雙翼食品有限公司,1
20200318,洽富實業股份有限公司,雙翼食品有限公司,1
20200318,復進企業股份有限公司,統鮮美食股份有限公司,1
20200318,台全珍豬工業股份有限公司,雙翼食品有限公司,1
20200318,東昇米糧食品有限公司,統鮮美食股份有限公司,1
20200318,祥亮行銷事業股份有限公司,食家安飲食文化股份有限公司,1
20200319,家騏有限公司,久翔食品股份有限公司,1
20200319,瑞飛興業有限公司,雙翼食品有限公司,2
20200319,三統食品有限公司,上將食品有限公司,1
20200319,泓霖食品有限公司,味味美食有限公司,1
20200319,今元肉品股份有限公司,雙翼食品有限公司,1
20200319,盛隆食品有限公司,愛欣食品有限公司,3
20200319,澤宇冷凍食品有限公司,寬大食品有限公司,2
20200319,三統食品有限公司,愛欣食品有限公司,4
20200319,三統食品有限公司,統鮮美食股份有限公司,3
20200319,中央畜產有限公司,雙翼食品有限公司,1
20200319,泓霖食品工業有限公司,上將食品有限公司,3
20200319,台灣卜蜂企業股份有限公司,全盛美食有限公司,3
20200319,東昇米糧食品有限公司,統鮮美食股份有限公司,1
20200319,泓霖食品有限公司,久翔食品股份有限公司,3
20200319,澤宇冷凍食品有限公司,味味美食有限公司,2
20200319,佳晉食品有限公司,沅益食品有限公司,1
20200319,桂冠實業股份有限公司,珍品軒食品有限公司,1
20200319,萬偉股份有限公司,上將食品有限公司,2
20200319,巨富食品股份有限公司,食家安飲食文化股份有限公司,2
20200319,泰安食品有限公司,全盛美食有限公司,3
20200319,百士達食品有限公司,愛欣食品有限公司,2
20200319,上耀商行,統鮮美食股份有限公司,1
20200319,三統食品有限公司,珍品軒食品有限公司,2
20200319,台灣卜蜂企業股份有限公司,雙翼食品有限公司,1
20200319,上德食品有限公司,久翔食品股份有限公司,1
20200320,盛隆食品有限公司,愛欣食品有限公司,1
20200320,中央畜產有限公司,雙翼食品有限公司,1
20200320,冠霖物流有限公司,雙翼食品有限公司,1
20200320,萬偉股份有限公司,全盛美食有限公司,3
20200320,三橋食品股份有限公司,久翔食品股份有限公司,1
20200320,澤宇冷凍食品有限公司,寬大食品有限公司,1
20200320,復進企業股份有限公司,統鮮美食股份有限公司,1
20200320,佳晉食品有限公司,沅益食品有限公司,2
20200320,三統食品有限公司,久翔食品股份有限公司,1
20200320,台全珍豬工業股份有限公司,雙翼食品有限公司,3
20200320,國麟農產品企業社,全盛美食有限公司,1
20200320,澤宇冷凍食品有限公司,味味美食有限公司,2
20200320,泓霖食品工業有限公司,全盛美食有限公司,1
20200320,泓霖食品有限公司,味味美食有限公司,2
20200320,三統食品有限公司,愛欣食品有限公司,1
20200320,家騏有限公司,久翔食品股份有限公司,3
20200320,泓霖食品工業有限公司,上將食品有限公司,1
20200320,冠霖物流有限公司,新北食品股份有限公司,1
20200320,三統食品有限公司,味味美食有限公司,4
20200320,川武食品股份有限公司,久翔食品股份有限公司,1
20200320,祖德素食有限公司,統鮮美食股份有限公司,1
20200320,彩富昌商行,統鮮美食股份有限公司,1
20200320,玖億珍鮮食品有限公司,統鮮美食股份有限公司,1
20200320,巨富工業有限公司,寬大食品有限公司,1
20200320,三統食品有限公司,珍品軒食品有限公司,1
20200320,中華民國全國漁會,味味美食有限公司,1
20200320,雅勝冷凍食品股份有限公司,統鮮美食股份有限公司,1
20200320,大成長城企業股份有限公司柳營肉品廠,上將食品有限公司,1
20200320,百士達食品有限公司,統鮮美食股份有限公司,1
20200320,萬偉股份有限公司,新北食品股份有限公司,3
20200320,萬偉股份有限公司,統鮮美食股份有限公司,1
20200320,巨富食品股份有限公司,食家安飲食文化股份有限公司,2
20200320,祥圃實業股份有限公司,食家安飲食文化股份有限公司,2
20200320,洽富實業股份有限公司,食家安飲食文化股份有限公司,2
20200320,超秦企業股份有限公司,全盛美食有限公司,1
20200321,三統食品有限公司,統鮮美食股份有限公司,1
20200321,東昇米糧食品有限公司,統鮮美食股份有限公司,1
20200321,萬偉股份有限公司,上將食品有限公司,2
20200321,上德食品有限公司,統鮮美食股份有限公司,1
20200321,家騏有限公司,統鮮美食股份有限公司,1
20200322,盛隆食品有限公司,愛欣食品有限公司,1
20200322,冠霖物流有限公司,愛欣食品有限公司,1
20200322,冠霖物流有限公司,上將食品有限公司,1
20200323,玖億珍鮮食品有限公司,久翔食品股份有限公司,1
20200323,上德食品有限公司,統鮮美食股份有限公司,1
20200323,復進企業股份有限公司,統鮮美食股份有限公司,1
20200323,台全珍豬工業股份有限公司,雙翼食品有限公司,1
20200323,巨富食品股份有限公司,食家安飲食文化股份有限公司,2
20200323,東昇米糧食品有限公司,統鮮美食股份有限公司,1
20200323,泓霖食品工業有限公司,全盛美食有限公司,1
20200323,冠霖物流有限公司,愛欣食品有限公司,2
20200323,家騏有限公司,久翔食品股份有限公司,2
20200323,鼎耀食品股份有限公司,統鮮美食股份有限公司,1
20200323,文發雜糧行,寬大食品有限公司,1
20200323,泓霖食品有限公司,味味美食有限公司,2
20200323,三統食品有限公司,沅益食品有限公司,1
20200323,盛隆食品有限公司,愛欣食品有限公司,1
20200323,冠霖物流有限公司,雙翼食品有限公司,1
20200323,三統食品有限公司,統鮮美食股份有限公司,1
20200323,中央畜產有限公司,雙翼食品有限公司,1
20200323,明嵩企業社,沅益食品有限公司,1
20200323,嘉一香食品股份有限公司,久翔食品股份有限公司,1
20200323,超秦企業股份有限公司,全盛美食有限公司,3
20200323,復進企業股份有限公司,全盛美食有限公司,1
20200323,澤宇冷凍食品有限公司,寬大食品有限公司,3
20200323,祥亮行銷事業股份有限公司,久翔食品股份有限公司,1
20200323,雅勝冷凍食品股份有限公司,沅益食品有限公司,2
20200323,上耀商行,上將食品有限公司,1
20200323,三統食品有限公司,珍品軒食品有限公司,1
20200323,上耀商行,統鮮美食股份有限公司,1
20200323,超秦企業股份有限公司,雙翼食品有限公司,1
20200323,大台北興業有限公司,食家安飲食文化股份有限公司,1
20200323,泰安食品有限公司,全盛美食有限公司,2
20200323,祥亮行銷事業股份有限公司,統鮮美食股份有限公司,1
20200323,泓霖食品有限公司,久翔食品股份有限公司,3
20200323,冠霖物流有限公司,上將食品有限公司,2
20200323,萬偉股份有限公司,上將食品有限公司,2
